City,All Offense Types,Crimes Against Person,Murder and Nonnegligent Manslaughter,Negligent Manslaughter,Justifiable Homicide,Kidnapping/Abduction,All Rape,Rape,Sodomy,Sexual Assault With An Object,Criminal Sexual Contact,Incest,Statutory Rape,Aggravated Assault,Simple Assault,Intimidation,"Human Trafficking, Commercial Sex Acts","Human Trafficking, Involuntary Servitude",Crimes Against Property,Arson,Bribery,Burglary/Breaking & Entering,Counterfeiting/Forgery,Destruction/Damage/Vandalism of Property,Embezzlement,Extortion/Blackmail,False Pretenses/Swindle/Confidence Game,Credit Card/Automatic Teller Fraud,Impersonation,Welfare Fraud,Wire Fraud,Identity Theft,Hacking/Computer Invasion,Robbery,Pocket-picking,Purse-snatching,Shoplifting,Theft From Building,Theft From Coin Operated Machine or Device,Theft From Motor Vehicle,Theft of Motor Vehicle Parts/Accessories,All Other Larceny,Motor Vehicle Theft,Stolen Property Offenses,Crimes Against Society,Drug/Narcotic Violations,Drug Equipment Violations,Betting/Wagering,Operating/Promoting/Assisting Gambling,Gambling Equipment Violations,Sports Tampering,Pornography/Obscene Material,Prostitution,Assisting or Promoting Prostitution,Purchasing Prostitution,Weapon Law Violations,Animal Cruelty,Missing,Unnamed: 59,Year
Eastham,143,31,,,,,1.0,1.0,,,,,,7,19,4,,,103,,,9,1.0,26,1.0,1.0,9.0,3.0,1.0,,,,,1.0,,,,6.0,,3,,40,2.0,,9,6.0,1.0,,,,,1.0,,,,1.0,,,,2016
Falmouth,"1,983",578,,,,12.0,7.0,7.0,,,16.0,,2.0,109,309,123,,,"1,204",2.0,,269,28.0,343,3.0,1.0,78.0,21.0,60.0,,,,,4.0,6.0,6.0,70.0,52.0,,,,194,39.0,28.0,201,174.0,,,,,,4.0,1.0,,,22.0,,,,2016
Harwich,404,109,,,,1.0,4.0,4.0,,,1.0,,2.0,20,72,9,,,279,,,50,5.0,80,3.0,,13.0,7.0,8.0,,,,,1.0,1.0,,3.0,11.0,,,,86,8.0,3.0,16,12.0,,,,,,,,,,4.0,,,,2016
Mashpee,411,94,,,,,6.0,2.0,4.0,,,,4.0,26,35,23,,,280,4.0,,26,2.0,87,,,13.0,8.0,5.0,,1.0,,,2.0,1.0,,20.0,12.0,,11,,78,5.0,5.0,37,26.0,,,,,,1.0,,,,10.0,,,,2016
MBTA - Barnstable County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Orleans,220,35,,,,1.0,1.0,1.0,,,,,2.0,1,24,6,,,180,,,14,1.0,44,2.0,,9.0,1.0,7.0,,,,,,,,7.0,11.0,,,,82,2.0,,5,5.0,,,,,,,,,,,,,,2016
Provincetown,248,78,,,,,3.0,2.0,1.0,,2.0,,1.0,17,51,4,,,160,,,20,2.0,33,,,13.0,1.0,3.0,,,,,,1.0,1.0,7.0,12.0,,1,,62,4.0,,10,6.0,,,,,,,1.0,,,3.0,,,,2016
Sandwich,453,109,,,,,3.0,3.0,,,1.0,1.0,1.0,30,46,27,,,311,,,29,10.0,95,1.0,,17.0,4.0,22.0,,,,,,3.0,,13.0,14.0,,26,,63,6.0,8.0,33,28.0,,,,,,,,,,5.0,,,,2016
Truro,79,23,,,,,,,,,1.0,,,6,15,1,,,49,1.0,,3,,11,,1.0,5.0,4.0,4.0,,,,,,,,,2.0,,,,15,2.0,1.0,7,6.0,,,,,,,,,,1.0,,,,2016
Wellfleet,76,16,,,,,2.0,,2.0,,,,,1,9,4,,,57,,,6,,19,,,3.0,,1.0,,,,,,,,3.0,2.0,,,,18,3.0,2.0,3,3.0,,,,,,,,,,,,,,2016
Yarmouth,"1,309",332,,,,2.0,13.0,13.0,,,5.0,,3.0,185,78,43,,3.0,856,2.0,,102,19.0,166,2.0,2.0,69.0,27.0,15.0,,,,,4.0,3.0,,49.0,57.0,,107,,195,20.0,17.0,121,99.0,,,,,,1.0,3.0,1.0,,17.0,,,,2016
Adams,292,91,,,,,4.0,3.0,1.0,,8.0,1.0,8.0,19,43,8,,,196,1.0,,31,5.0,44,,,10.0,2.0,7.0,,,,,1.0,,,5.0,27.0,,19,,39,3.0,2.0,5,3.0,,,,,,1.0,1.0,,,,,,,2016
Alford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Becket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Berkshire State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Berkshire State Police Northampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Berkshire State Police Weston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Cheshire,23,7,,,,,1.0,,1.0,,,,1.0,,5,,,,16,,,3,1.0,5,,,1.0,,1.0,,,,,,,,,2.0,,,,2,1.0,,,,,,,,,,,,,,,,,2016
Clarksburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Dalton,164,37,,,,,1.0,1.0,,,,,5.0,11,15,5,,,119,1.0,,17,3.0,23,,,7.0,5.0,9.0,,,,,,,2.0,1.0,17.0,,7,1.0,24,2.0,,8,6.0,,,,,,1.0,,,,1.0,,,,2016
Egremont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Great Barrington,168,49,,,,,4.0,4.0,,,3.0,,1.0,7,30,4,,,106,,,17,1.0,20,2.0,,2.0,1.0,4.0,,,,,,,,14.0,7.0,,8,,25,1.0,4.0,13,11.0,,,,,,1.0,,,,1.0,,,,2016
Hancock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Hinsdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Lanesboro,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2016
Lee,213,41,,,,,3.0,2.0,1.0,,,,,10,25,3,,,167,,,18,2.0,33,1.0,1.0,9.0,4.0,3.0,,,,,,,2.0,19.0,19.0,,13,,34,4.0,5.0,5,5.0,,,,,,,,,,,,,,2016
Lenox,169,30,,,,,1.0,1.0,,,3.0,1.0,,7,14,4,,,130,,,11,4.0,18,2.0,,4.0,2.0,,,,,,,,1.0,12.0,11.0,,15,,40,2.0,8.0,9,6.0,,,,,,,,,,3.0,,,,2016
MA College of Liberal Arts,63,7,,,,,1.0,1.0,,,,,,3,3,,,,51,,,5,,18,,,2.0,1.0,,,,,,,,,3.0,6.0,,1,,14,,1.0,5,3.0,,,,,,,,,,2.0,,,,2016
MBTA - Berkshire County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Monterey,7,2,,,,,,,,,,,,1,1,,,,5,,,2,,1,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2016
Mount Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
New Ashford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
New Marlboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
North Adams,"1,310",463,,,,3.0,20.0,12.0,8.0,,,,4.0,153,208,75,,,759,1.0,,129,16.0,210,1.0,,44.0,4.0,13.0,,,,,9.0,2.0,3.0,72.0,35.0,,1,,183,23.0,13.0,88,59.0,,,1.0,,,10.0,,1.0,,17.0,,,,2016
Otis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Pittsfield,"2,860",952,3.0,,,6.0,37.0,30.0,7.0,,21.0,,20.0,264,487,114,,,"1,740",9.0,,374,32.0,429,4.0,1.0,75.0,14.0,43.0,,,,,39.0,12.0,10.0,143.0,100.0,,106,5.0,285,33.0,26.0,168,78.0,,,,,,12.0,,,,78.0,,,,2016
Richmond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Sandisfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Savoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Sheffield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Stockbridge,52,13,,,,,2.0,1.0,1.0,,,,,2,6,3,,,38,,,8,,7,2.0,,1.0,,3.0,,,,,,,,1.0,4.0,,,,11,1.0,,1,1.0,,,,,,,,,,,,,,2016
Tyringham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
West Stockbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Williamstown,248,36,,1.0,,,6.0,6.0,,,2.0,,4.0,5,13,5,,,168,,,12,1.0,24,,,7.0,1.0,1.0,,,,,1.0,,,2.0,42.0,,,,74,1.0,2.0,44,41.0,,,,,,3.0,,,,,,,,2016
Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Acushnet,341,86,,,,1.0,1.0,1.0,,,,1.0,3.0,18,52,10,,,237,,,61,2.0,64,1.0,,8.0,5.0,10.0,,,1.0,,1.0,,,2.0,4.0,,8,,57,9.0,4.0,18,9.0,,,,,,1.0,,1.0,,7.0,,,,2016
Attleboro,"1,996",588,,,,1.0,11.0,10.0,1.0,,27.0,1.0,2.0,68,367,111,,,"1,277",4.0,,140,38.0,173,11.0,1.0,71.0,36.0,85.0,1.0,17.0,,,15.0,10.0,1.0,197.0,122.0,2.0,168,38.0,77,34.0,36.0,131,91.0,,,,,,9.0,2.0,,,29.0,,,,2016
Berkley,87,28,,,,,,,,,,,3.0,7,17,1,,,52,,,13,,5,,,3.0,5.0,2.0,,,,,,2.0,,,1.0,,4,,10,5.0,2.0,7,3.0,,,,,,,,,,4.0,,,,2016
Bristol Comm College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Bristol State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Bristol State Police Framingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Bristol State Police Middleboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Dartmouth,"1,764",373,,,,9.0,6.0,6.0,,,1.0,1.0,8.0,59,181,108,,,"1,346",,,101,25.0,237,3.0,,96.0,16.0,39.0,,,,,7.0,1.0,2.0,343.0,57.0,,67,3.0,289,36.0,24.0,45,37.0,,,,,,2.0,2.0,,,4.0,,,,2016
Dighton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Easton,551,111,1.0,,,1.0,9.0,9.0,,,2.0,1.0,1.0,24,53,19,,,418,,,39,9.0,77,2.0,1.0,27.0,8.0,28.0,,,,,4.0,,2.0,18.0,23.0,,56,,98,19.0,7.0,22,17.0,,,,,,1.0,,,,4.0,,,,2016
Fairhaven,968,261,,,,,9.0,9.0,,,,,2.0,43,137,70,,,674,,,69,10.0,146,,1.0,39.0,16.0,17.0,,,,,4.0,1.0,,106.0,46.0,,58,,130,27.0,4.0,33,19.0,1.0,,,,,3.0,1.0,,,9.0,,,,2016
Fall River,"6,223","2,459",1.0,,,61.0,67.0,46.0,21.0,,59.0,,19.0,716,"1,274",262,,,"3,360",49.0,,508,67.0,672,11.0,7.0,168.0,17.0,92.0,,,,,191.0,10.0,7.0,204.0,206.0,,284,,538,246.0,83.0,404,257.0,,,1.0,,,15.0,27.0,1.0,,103.0,,,,2016
Freetown,322,85,,,,,3.0,3.0,,,1.0,1.0,6.0,16,40,18,,,230,3.0,,22,2.0,63,1.0,1.0,12.0,,19.0,,,,,2.0,,,3.0,26.0,,13,,43,18.0,2.0,7,3.0,,,,,,,,,,4.0,,,,2016
Mansfield,724,221,,,,3.0,9.0,5.0,4.0,,1.0,,7.0,27,143,31,,,450,3.0,,43,28.0,92,,,55.0,12.0,36.0,,,,,3.0,1.0,,38.0,31.0,,1,2.0,81,20.0,4.0,53,46.0,,,,,,,,,,7.0,,,,2016
MBTA - Bristol County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
New Bedford,"9,501","3,461",3.0,,,16.0,32.0,19.0,12.0,1.0,52.0,,9.0,539,"2,060",750,,,"5,360",22.0,,626,69.0,"1,434",2.0,5.0,265.0,35.0,143.0,,,,,239.0,12.0,7.0,379.0,166.0,,365,152.0,"1,041",286.0,112.0,680,514.0,,,,,,14.0,39.0,1.0,,112.0,,,,2016
North Attleborough,778,173,,,,,5.0,5.0,,,,1.0,2.0,25,123,17,,,584,1.0,,55,5.0,67,9.0,,,45.0,,,16.0,,,5.0,,,160.0,1.0,,50,6.0,149,14.0,1.0,21,17.0,,,,,,,,,,4.0,,,,2016
Norton,70,17,1.0,,,,2.0,2.0,,,,,,7,6,1,,,52,,,16,,7,,,4.0,5.0,,,,,,,,,1.0,3.0,,,,13,2.0,1.0,1,1.0,,,,,,,,,,,,,,2016
Raynham,562,118,,1.0,,,3.0,3.0,,,,,1.0,23,69,21,,,408,,,27,18.0,30,,,43.0,4.0,5.0,,,,,4.0,1.0,,106.0,8.0,,11,1.0,121,29.0,,36,34.0,,,,,,,,,,2.0,,,,2016
Rehoboth,354,82,,,,1.0,2.0,2.0,,,1.0,,,14,33,31,,,262,1.0,,35,8.0,87,1.0,1.0,21.0,2.0,29.0,,,,,1.0,,,6.0,5.0,,11,1.0,48,4.0,1.0,10,6.0,,,,,,2.0,,,,2.0,,,,2016
Seekonk,703,73,,,,,3.0,3.0,,,1.0,3.0,,25,28,13,,,567,,,35,12.0,119,,,36.0,29.0,29.0,,,,,2.0,,3.0,105.0,5.0,,6,,168,13.0,5.0,63,51.0,,,,,,3.0,3.0,,,6.0,,,,2016
Somerset,698,217,,,,,13.0,7.0,6.0,,11.0,,11.0,25,108,49,,,435,1.0,,29,14.0,84,3.0,,39.0,12.0,27.0,,,,,5.0,2.0,2.0,28.0,43.0,,36,,81,19.0,10.0,46,35.0,,,,,,6.0,,,,5.0,,,,2016
Stonehill College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Swansea,620,159,,,,1.0,3.0,3.0,,,3.0,,5.0,28,95,24,,,438,,,29,8.0,81,3.0,2.0,33.0,10.0,24.0,,,,,3.0,,2.0,82.0,49.0,,28,1.0,65,12.0,6.0,23,15.0,,,,,,4.0,,,,4.0,,,,2016
Taunton,"1,662",528,5.0,,,2.0,13.0,11.0,2.0,,,,2.0,157,314,35,,,"1,038",7.0,,209,27.0,163,1.0,,40.0,8.0,,,,,,36.0,9.0,,77.0,18.0,,42,1.0,310,90.0,,96,67.0,,,,3.0,,3.0,1.0,,1.0,21.0,,,,2016
U-Mass Dartmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Uncategorized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Westport,418,89,,,,1.0,5.0,,4.0,1.0,2.0,,1.0,18,44,18,,,305,1.0,,48,4.0,84,1.0,,20.0,3.0,15.0,,,,,,,,6.0,8.0,,24,1.0,71,10.0,9.0,24,18.0,1.0,,,,,1.0,,,,4.0,,,,2016
Wheaton College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Aquinnah,8,1,,,,,,,,,,,,,1,,,,6,,,1,,1,,,,,,,,,,,,,,,,,,4,,,1,1.0,,,,,,,,,,,,,,2016
Chilmark,24,12,,,,,,,,,,,,4,8,,,,11,,,2,,2,,,2.0,,,,,,,,,,,,,1,,4,,,1,1.0,,,,,,,,,,,,,,2016
Dukes State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Dukes State Police Middleboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Edgartown,179,34,,,,,3.0,3.0,,,,,,6,19,6,,,136,,,13,2.0,29,,,3.0,,,,,,,,1.0,,10.0,1.0,,,,76,1.0,,9,8.0,,,,,,,,,,1.0,,,,2016
Gosnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
MBTA - Dukes County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Oak Bluffs,305,85,,,,,1.0,1.0,,,,,1.0,28,47,8,,,205,2.0,,29,9.0,35,,,11.0,,,,,,,2.0,4.0,,17.0,3.0,,2,,86,5.0,,15,11.0,,,,,,2.0,,,,2.0,,,,2016
Tisbury,208,67,,,,,,,,,,,1.0,27,27,12,,,134,,,12,3.0,26,,,16.0,,,,,,,,1.0,,7.0,8.0,,1,,57,3.0,,7,6.0,,,,,,,,,,1.0,,,,2016
West Tisbury,56,14,,,,,,,,,,,,7,7,,,,39,,,9,3.0,11,,,2.0,,,,,,,,1.0,,1.0,1.0,,,,9,2.0,,3,3.0,,,,,,,,,,,,,,2016
Amesbury,506,156,,,,,8.0,2.0,,6.0,3.0,,,104,21,20,,,314,1.0,3.0,37,22.0,89,,,50.0,,,,,,,4.0,1.0,,2.0,28.0,,10,,54,9.0,4.0,36,33.0,,,,,,,,,,3.0,,,,2016
Andover,597,98,,,,1.0,3.0,3.0,,,2.0,,1.0,19,68,4,,,436,3.0,,28,7.0,99,,1.0,12.0,52.0,11.0,,10.0,6.0,5.0,2.0,1.0,,11.0,35.0,,49,11.0,76,16.0,1.0,63,61.0,,,,,,,1.0,,,1.0,,,,2016
Beverly,905,291,1.0,,,,5.0,5.0,,,2.0,,,55,188,40,,,558,1.0,,37,3.0,133,,,12.0,36.0,31.0,,5.0,,,4.0,1.0,3.0,28.0,25.0,,57,7.0,158,17.0,,56,32.0,18.0,,,,,2.0,1.0,,,3.0,,,,2016
Boxford,46,1,,,,,,,,,,,,,,1,,,44,,,1,1.0,22,,,1.0,4.0,,,,1.0,,,,,,6.0,,,,8,,,1,,,,,,,,,,,1.0,,,,2016
Danvers,"1,227",220,1.0,,,1.0,,,,,9.0,,1.0,30,126,52,,,953,1.0,,29,40.0,133,22.0,,43.0,51.0,32.0,,3.0,,,7.0,8.0,,335.0,66.0,,72,16.0,64,22.0,9.0,54,28.0,,,,,,3.0,3.0,,,20.0,,,,2016
Endicott College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Essex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Essex State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Essex State Police Framingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Georgetown,163,24,,,,,,,,,,1.0,,2,16,5,,,123,,,6,2.0,28,,,16.0,7.0,16.0,,,,,,,,1.0,12.0,,12,1.0,17,2.0,3.0,16,15.0,,,,,,1.0,,,,,,,,2016
Gloucester,789,296,,,,,4.0,4.0,,,4.0,,2.0,66,158,62,,,437,2.0,,22,8.0,111,1.0,,29.0,22.0,14.0,,,,,4.0,4.0,2.0,31.0,42.0,,11,,113,15.0,6.0,56,45.0,,,,,,2.0,,1.0,,8.0,,,,2016
Gordon College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Groveland,38,11,,,,,,,,,,,,2,9,,,,27,,,4,,6,,,2.0,7.0,1.0,,,,,,,,,2.0,,3,,2,,,,,,,,,,,,,,,,,,2016
Hamilton,92,19,,,,1.0,,,,,,,1.0,6,5,6,,,70,,,4,1.0,18,,,8.0,6.0,6.0,,,,,,,,,7.0,,4,,14,1.0,1.0,3,3.0,,,,,,,,,,,,,,2016
Haverhill,"3,338","1,229",1.0,,,3.0,20.0,20.0,,,,,2.0,317,657,229,,,"1,865",7.0,,253,30.0,548,,,109.0,47.0,,,,,,37.0,16.0,,73.0,21.0,,208,5.0,420,91.0,,244,168.0,,,1.0,,,6.0,1.0,,,68.0,,,,2016
Ipswich,286,63,,,,,,,,,1.0,,,18,36,8,,,214,2.0,,8,10.0,86,,,10.0,5.0,19.0,,,,,,,1.0,5.0,11.0,,5,,51,1.0,,9,7.0,,,,,,,,,,2.0,,,,2016
Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Lynn,"5,596","1,791",4.0,,,15.0,43.0,41.0,2.0,,39.0,,10.0,513,"1,037",130,,,"3,368",4.0,,378,56.0,876,1.0,1.0,138.0,71.0,40.0,1.0,,,,176.0,49.0,,158.0,50.0,,337,12.0,793,227.0,,437,277.0,,,3.0,,,4.0,56.0,,,97.0,,,,2016
Lynnfield,203,36,1.0,,,,,,,,,,,4,21,10,,,165,,,14,2.0,33,1.0,,6.0,7.0,14.0,,,,,4.0,1.0,1.0,13.0,8.0,,14,,39,6.0,2.0,2,,,,,,,1.0,,,,1.0,,,,2016
Manchester-by-the-sea,58,10,,,,,2.0,,,2.0,,,1.0,3,,4,,,39,,,2,,7,,,,5.0,,,9.0,,,,,,,3.0,,3,1.0,6,1.0,2.0,9,6.0,,,,,,1.0,,,,2.0,,,,2016
Marblehead,393,74,,,,,2.0,2.0,,,1.0,,3.0,19,32,17,,,293,,,21,9.0,83,1.0,,20.0,18.0,,,,,,1.0,,,1.0,21.0,,22,,87,7.0,2.0,26,22.0,,,,,,1.0,2.0,,,1.0,,,,2016
MBTA - Essex County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Merrimac,113,30,,,,,1.0,1.0,,,,,1.0,5,17,6,,,75,1.0,,11,1.0,17,,,5.0,5.0,5.0,,,,,1.0,1.0,,,12.0,,,,14,1.0,1.0,8,5.0,1.0,,,,,,,,,2.0,,,,2016
Merrimack College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Methuen,"1,760",235,1.0,,,1.0,1.0,1.0,,,1.0,,,53,113,65,,,"1,390",3.0,,130,14.0,238,1.0,,80.0,153.0,34.0,,3.0,,,25.0,1.0,,183.0,4.0,,196,17.0,216,87.0,5.0,135,128.0,1.0,,,,,2.0,,,,4.0,,,,2016
Middleton,172,28,,,,2.0,2.0,,,2.0,,,,6,11,7,,,143,,1.0,3,19.0,66,,,2.0,,,,,,,,,,,1.0,,3,,47,1.0,,1,1.0,,,,,,,,,,,,,,2016
Nahant,75,21,,,,,,,,,,,1.0,4,7,9,,,50,,1.0,3,,13,,,4.0,,3.0,,,,,,,,1.0,4.0,,,,16,2.0,3.0,4,1.0,,,,,,,1.0,,,2.0,,,,2016
Newbury,133,54,,,,,2.0,2.0,,,1.0,,1.0,10,34,6,,,67,,,7,1.0,10,3.0,,9.0,3.0,13.0,,,,,,,,,3.0,,,,14,3.0,1.0,12,8.0,,,,,,1.0,,,,3.0,,,,2016
Newburyport,523,103,,,,,5.0,3.0,2.0,,,1.0,3.0,11,63,20,,,390,,,24,11.0,101,3.0,,20.0,12.0,38.0,,,,,2.0,,1.0,25.0,31.0,,25,3.0,87,5.0,2.0,30,25.0,,,,,,2.0,,1.0,,2.0,,,,2016
North Andover,318,65,,,,1.0,,,,,,,,11,50,3,,,226,1.0,,11,3.0,17,1.0,1.0,1.0,18.0,,,,,,1.0,,,62.0,,,17,1.0,83,7.0,2.0,27,26.0,,,,,,,,,,1.0,,,,2016
North Shore CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
North Shore CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
North Shore Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Northern Essex Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Peabody,"1,855",475,1.0,,,1.0,16.0,12.0,4.0,,12.0,,1.0,167,182,95,,,"1,291",,,60,25.0,282,4.0,,79.0,47.0,88.0,,,,,22.0,4.0,6.0,136.0,63.0,,102,,302,44.0,27.0,89,64.0,,,,,,3.0,1.0,,,21.0,,,,2016
Rockport,64,23,,,,,3.0,,3.0,,2.0,,,1,14,3,,,38,1.0,,2,2.0,14,,,5.0,,,,,,,1.0,,,1.0,7.0,,,,5,,,3,2.0,,,,,,,,,,1.0,,,,2016
Rowley,95,33,,,,,1.0,1.0,,,,,,6,14,12,,,55,,,10,2.0,13,,,1.0,,6.0,,,,,1.0,,,,2.0,,,1.0,15,1.0,3.0,7,2.0,,,,,,1.0,,,,4.0,,,,2016
Salem,"2,687",711,2.0,,,7.0,11.0,9.0,,2.0,16.0,,1.0,86,429,159,,,"1,834",2.0,,118,12.0,448,1.0,,97.0,79.0,69.0,,24.0,1.0,,33.0,1.0,1.0,219.0,148.0,,144,7.0,384,45.0,1.0,142,97.0,17.0,,,,,1.0,4.0,,,22.0,1.0,,,2016
Salem State College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Salem State University,114,21,,,,1.0,5.0,5.0,,,,,,3,9,3,,,90,,,12,,31,,,1.0,3.0,,,,,,,,,1.0,,,2,,40,,,3,1.0,,,,,,,,,,2.0,,,,2016
Salisbury,509,135,,,,2.0,8.0,8.0,,,,1.0,1.0,22,80,21,,,308,,,37,5.0,90,2.0,,21.0,9.0,8.0,,,,,4.0,1.0,2.0,9.0,21.0,,11,,75,8.0,5.0,66,58.0,,,,,,,,,,8.0,,,,2016
